Data set,Iteration,Function Name,Calls,Total Time,Self Time
"testCD.txt","average","pcg",200,3.8729,1.7479
"testCD.txt","average","process_hierarchy",1,0.006,0.001
"testCD.txt","average","process_sparse_matrix",4,0.0069,0.001
"testCD.txt","average","randsrc",1,0.0317,0.0258
"testCD.txt","average","randsrc>@(a,b)rand(a,b)",1,0.006,0.006
"testCD.txt","average","randsrc>create@(a,b)rand(a,b)",1,0,0
"testCD.txt","average","repmat",2,0.006,0.006
"testCD.txt","average","scribe/private/getplotmanager",2691,0.1952,0.1952
"testCD.txt","average","set_matlab_bgl_default",2,0,0
"testCD.txt","average","setdiff",1,0.0279,0.001
"testCD.txt","average","setdiff>setdifflegacy",1,0.027,0
"testCD.txt","average","sortrows",1,0.002,0
"testCD.txt","average","sortrows>sort_back_to_front",1,0.002,0.002
"testCD.txt","average","sparfun/private/iterapp",4762.6,1.5124,0.9778
"testCD.txt","average","sparfun/private/iterchk",400,0.3557,0.0837
"testCD.txt","average","sparfun/private/itermsg",200,0.2566,0.0971
"testCD.txt","average","sparfun/private/itermsg>getIterationInfo",200,0.1173,0.0625
"testCD.txt","average","splitforest (MEX-file)",1,0,0
"testCD.txt","average","steiner_group",1,0.001,0.001
"testCD.txt","average","unique",6,0.0354,0.0069
"testCD.txt","average","unique>uniquelegacy",6,0.0286,0.0267
"testCD.txt","average","update_groups (MEX-file)",1,0,0
"testCDST.txt","average","...-4.0.1/private/get_matlab_bgl_options",2,0.001,0
"testCDST.txt","average","...aly>TopN_Outlier_Pruning_Block_CTD_ST",1,209.4977,0.004
"testCDST.txt","average","...ce_anomaly>TopN_Outlier_Pruning_Block",1,204.5942,165.9119
"testCDST.txt","average","...d>create@(b)mx_d_preconditioner(sH,b)",1,0.001,0.001
"testCDST.txt","average","...istance_anomaly>knn_components_sparse",1,5.8599,4.0193
"testCDST.txt","average","...stance_anomaly>connect_components_MST",1,0.007,0
"testCDST.txt","average","...stance_anomaly>connect_components_mix",1,0.01,0.001
"testCDST.txt","average","PCADR",1,0,0
"testCDST.txt","average","adjacency_cmg (MEX-file)",3,0,0
"testCDST.txt","average","approx_resistance",1,4.8995,0.0557
"testCDST.txt","average","axescheck",2,0.001,0.001
"testCDST.txt","average","axis",1,0.001,0
"testCDST.txt","average","axis>LocSetEqual",1,0.001,0.001
"testCDST.txt","average","axis>allAxes",1,0,0
"testCDST.txt","average","cell.ismember",1,0.016,0.002
"testCDST.txt","average","cell.ismember>cellismemberlegacy",1,0.014,0.003
"testCDST.txt","average","cell.strcat",1,0.001,0
"testCDST.txt","average","cellstr",1,0.001,0.001
"testCDST.txt","average","cholGsparse",1,0.037,0.037
"testCDST.txt","average","cmg_dd",1,0.0614,0.001
"testCDST.txt","average","cmg_dd>@(b)mx_d_preconditioner(sH,b)",2190.8,1.232,0.2568
"testCDST.txt","average","cmg_sdd",1,0.0614,0
"testCDST.txt","average","commute_distance_anomaly",1,225.962,0.001
"testCDST.txt","average","commute_distance_anomaly>dist",1775160.7,38.9052,38.9052
"testCDST.txt","average","commute_distance_anomaly>drawGraph",1,10.5316,2.8033
"testCDST.txt","average","commute_distance_anomaly>euclidean",1,0.004,0.003
"testCDST.txt","average","commute_distance_anomaly>sim",20000,1.7753,1.4244
"testCDST.txt","average","commute_distance_anomaly>sim_d",6,0,0
"testCDST.txt","average","components",1,0.002,0.001
"testCDST.txt","average","csvread",1,0.0379,0.001
"testCDST.txt","average","csvwrite",1,0.023,0
"testCDST.txt","average","dlmread",1,0.0369,0.006
"testCDST.txt","average","dlmwrite",1,0.023,0.004
"testCDST.txt","average","dlmwrite>parseinput",1,0.019,0.003
"testCDST.txt","average","dlmwrite>setcoffset",1,0,0
"testCDST.txt","average","dlmwrite>setdlm",1,0,0
"testCDST.txt","average","dlmwrite>setroffset",1,0,0
"testCDST.txt","average","effective_degrees",2,0.001,0.001
"testCDST.txt","average","fcnchk",400,0.1676,0.1329
"testCDST.txt","average","forest_components (MEX-file)",2,0,0
"testCDST.txt","average","graph2d/private/lineseriesmex (MEX-file)",8325,0.0723,0.0723
"testCDST.txt","average","graph2dhelper",8325,1.469,0.8535
"testCDST.txt","average","graphprofile (MEX-file)",2,0,0
"testCDST.txt","average","hierarchy",1,0.0517,0.01
"testCDST.txt","average","hold",2,0.003,0.002
"testCDST.txt","average","initprintexporttemplate",1,0,0
"testCDST.txt","average","int2str",2,0.002,0.002
"testCDST.txt","average","inv_permutation",1,0,0
"testCDST.txt","average","iscellstr",2,0.002,0.002
"testCDST.txt","average","ismember",2,0.009,0.001
"testCDST.txt","average","ismember>ismemberlegacy",2,0.008,0.001
"testCDST.txt","average","kdtree_build (MEX-file)",1,0.011,0.011
"testCDST.txt","average","kdtree_k_nearest_neighbors (MEX-file)",2000,0.0466,0.0466
"testCDST.txt","average","laplacian2 (MEX-file)",1,0.001,0.001
"testCDST.txt","average","lineseries",8325,2.8834,1.3422
"testCDST.txt","average","matlab_bgl-4.0.1/...ate/check_matlab_bgl",2,0.002,0.002
"testCDST.txt","average","matlab_bgl-4.0.1/private/components_mex (MEX-file)",1,0,0
"testCDST.txt","average","matlab_bgl-4.0.1/private/merge_options",1,0,0
"testCDST.txt","average","matlab_bgl-4.0.1/private/mst_mex (MEX-file)",1,0,0
"testCDST.txt","average","mean",2024,0.1289,0.1289
"testCDST.txt","average","message",600,0.113,0.113
"testCDST.txt","average","mst",1,0.003,0.001
"testCDST.txt","average","mx_d_preconditioner (MEX-file)",2190.8,0.9753,0.9753
"testCDST.txt","average","newplot",8325,4.8393,2.5079
"testCDST.txt","average","newplot>ObserveAxesNextPlot",8325,1.3897,1.3897
"testCDST.txt","average","newplot>ObserveFigureNextPlot",8325,0.9415,0.9415
"testCDST.txt","average","num2str",2,0,0
"testCDST.txt","average","num2str>convertUsingRecycledSprintf",2,0,0
"testCDST.txt","average","num2str>handleNumericPrecision",2,0,0
"testCDST.txt","average","pcg",200,4.5566,1.8068
"testCDST.txt","average","process_hierarchy",1,0.008,0.003
"testCDST.txt","average","process_sparse_matrix",5,0.006,0.002
"testCDST.txt","average","randsrc",1,0.226,0.1901
"testCDST.txt","average","randsrc>@(a,b)rand(a,b)",1,0.0359,0.0359
"testCDST.txt","average","randsrc>create@(a,b)rand(a,b)",1,0,0
"testCDST.txt","average","repmat",2,0.007,0.007
"testCDST.txt","average","scribe/private/getplotmanager",8325,0.6154,0.6154
"testCDST.txt","average","set_matlab_bgl_default",2,0.001,0.001
"testCDST.txt","average","setdiff",1,0.0309,0
"testCDST.txt","average","setdiff>setdifflegacy",1,0.0309,0
"testCDST.txt","average","sortrows",1,0.007,0
"testCDST.txt","average","sortrows>sort_back_to_front",1,0.007,0.007
"testCDST.txt","average","sparfun/private/iterapp",4781.6,2.2877,1.0556
"testCDST.txt","average","sparfun/private/iterchk",400,0.2447,0.0773
"testCDST.txt","average","sparfun/private/itermsg",200,0.217,0.0723
"testCDST.txt","average","sparfun/private/itermsg>getIterationInfo",200,0.1059,0.0664
"testCDST.txt","average","splitforest (MEX-file)",2,0.001,0.001
"testCDST.txt","average","steiner_group",2,0.002,0
"testCDST.txt","average","unique",7,0.0429,0.008
"testCDST.txt","average","unique>uniquelegacy",7,0.0349,0.0279
"testCDST.txt","average","update_groups (MEX-file)",1,0.001,0.001
"testCDST2.txt","average","...-4.0.1/private/get_matlab_bgl_options",2,0,0
"testCDST2.txt","average","...aly>TopN_Outlier_Pruning_Block_CTD_ST",1,220.6585,0.006
"testCDST2.txt","average","...ce_anomaly>TopN_Outlier_Pruning_Block",1,215.9104,174.1852
"testCDST2.txt","average","...d>create@(b)mx_d_preconditioner(sH,b)",1,0.001,0.001
"testCDST2.txt","average","...istance_anomaly>knn_components_sparse",1,5.8801,3.9691
"testCDST2.txt","average","...stance_anomaly>connect_components_MST",1,0.007,0
"testCDST2.txt","average","...stance_anomaly>connect_components_mix",1,0.013,0.003
"testCDST2.txt","average","PCADR",1,0.001,0.001
"testCDST2.txt","average","adjacency_cmg (MEX-file)",3,0,0
"testCDST2.txt","average","approx_resistance",1,4.7421,0.0565
"testCDST2.txt","average","axescheck",2,0.001,0.001
"testCDST2.txt","average","axis",1,0.002,0
"testCDST2.txt","average","axis>LocSetEqual",1,0.002,0.002
"testCDST2.txt","average","axis>allAxes",1,0,0
"testCDST2.txt","average","cell.ismember",1,0.017,0.003
"testCDST2.txt","average","cell.ismember>cellismemberlegacy",1,0.014,0.006
"testCDST2.txt","average","cell.strcat",1,0,0
"testCDST2.txt","average","cellstr",1,0,0
"testCDST2.txt","average","cholGsparse",1,0.037,0.037
"testCDST2.txt","average","cmg_dd",1,0.0671,0.002
"testCDST2.txt","average","cmg_dd>@(b)mx_d_preconditioner(sH,b)",2000,1.2163,0.229
"testCDST2.txt","average","cmg_sdd",1,0.0671,0
"testCDST2.txt","average","commute_distance_anomaly",1,237.1601,0.002
"testCDST2.txt","average","commute_distance_anomaly>dist",1891592.6,41.9652,41.9652
"testCDST2.txt","average","commute_distance_anomaly>drawGraph",1,10.5491,2.8885
"testCDST2.txt","average","commute_distance_anomaly>euclidean",1,0.002,0
"testCDST2.txt","average","commute_distance_anomaly>sim",20000,1.8387,1.4748
"testCDST2.txt","average","commute_distance_anomaly>sim_d",9,0.003,0.003
"testCDST2.txt","average","components",1,0.003,0.001
"testCDST2.txt","average","csvread",1,0.033,0.004
"testCDST2.txt","average","csvwrite",1,0.024,0
"testCDST2.txt","average","dlmread",1,0.029,0.004
"testCDST2.txt","average","dlmwrite",1,0.024,0.007
"testCDST2.txt","average","dlmwrite>parseinput",1,0.017,0
"testCDST2.txt","average","dlmwrite>setcoffset",1,0,0
"testCDST2.txt","average","dlmwrite>setdlm",1,0,0
"testCDST2.txt","average","dlmwrite>setroffset",1,0,0
"testCDST2.txt","average","effective_degrees",2,0,0
"testCDST2.txt","average","fcnchk",400,0.2072,0.1654
"testCDST2.txt","average","forest_components (MEX-file)",2,0,0
"testCDST2.txt","average","graph2d/private/lineseriesmex (MEX-file)",8334,0.0764,0.0764
"testCDST2.txt","average","graph2dhelper",8334,1.4133,0.8306
"testCDST2.txt","average","graphprofile (MEX-file)",2,0,0
"testCDST2.txt","average","hierarchy",1,0.0546,0.013
"testCDST2.txt","average","hold",2,0.001,0
"testCDST2.txt","average","initprintexporttemplate",1,0,0
"testCDST2.txt","average","int2str",2,0.001,0.001
"testCDST2.txt","average","inv_permutation",1,0,0
"testCDST2.txt","average","iscellstr",2,0,0
"testCDST2.txt","average","ismember",2,0.009,0
"testCDST2.txt","average","ismember>ismemberlegacy",2,0.009,0.002
"testCDST2.txt","average","kdtree_build (MEX-file)",1,0.009,0.009
"testCDST2.txt","average","kdtree_k_nearest_neighbors (MEX-file)",2000,0.0546,0.0546
"testCDST2.txt","average","laplacian2 (MEX-file)",1,0,0
"testCDST2.txt","average","lineseries",8334,2.7933,1.3034
"testCDST2.txt","average","matlab_bgl-4.0.1/...ate/check_matlab_bgl",2,0.001,0.001
"testCDST2.txt","average","matlab_bgl-4.0.1/private/components_mex (MEX-file)",1,0.002,0.002
"testCDST2.txt","average","matlab_bgl-4.0.1/private/merge_options",1,0,0
"testCDST2.txt","average","matlab_bgl-4.0.1/private/mst_mex (MEX-file)",1,0,0
"testCDST2.txt","average","mean",2024,0.126,0.126
"testCDST2.txt","average","message",600,0.1387,0.1387
"testCDST2.txt","average","mst",1,0.002,0.001
"testCDST2.txt","average","mx_d_preconditioner (MEX-file)",2000,0.9874,0.9874
"testCDST2.txt","average","newplot",8334,4.8622,2.5167
"testCDST2.txt","average","newplot>ObserveAxesNextPlot",8334,1.4324,1.4324
"testCDST2.txt","average","newplot>ObserveFigureNextPlot",8334,0.9129,0.9129
"testCDST2.txt","average","num2str",2,0.001,0
"testCDST2.txt","average","num2str>convertUsingRecycledSprintf",2,0,0
"testCDST2.txt","average","num2str>handleNumericPrecision",2,0.001,0.001
"testCDST2.txt","average","pcg",200,4.3972,1.6763
"testCDST2.txt","average","process_hierarchy",1,0.0099,0.001
"testCDST2.txt","average","process_sparse_matrix",5,0.0119,0.003
"testCDST2.txt","average","randsrc",1,0.221,0.1863
"testCDST2.txt","average","randsrc>@(a,b)rand(a,b)",1,0.035,0.035
"testCDST2.txt","average","randsrc>create@(a,b)rand(a,b)",1,0,0
"testCDST2.txt","average","repmat",2,0.007,0.007
"testCDST2.txt","average","scribe/private/getplotmanager",8334,0.5828,0.5828
"testCDST2.txt","average","set_matlab_bgl_default",2,0,0
"testCDST2.txt","average","setdiff",1,0.025,0
"testCDST2.txt","average","setdiff>setdifflegacy",1,0.025,0
"testCDST2.txt","average","sortrows",1,0.009,0.001
"testCDST2.txt","average","sortrows>sort_back_to_front",1,0.008,0.008
"testCDST2.txt","average","sparfun/private/iterapp",4400,2.2145,0.9981
"testCDST2.txt","average","sparfun/private/iterchk",400,0.2756,0.0683
"testCDST2.txt","average","sparfun/private/itermsg",200,0.2308,0.0714
"testCDST2.txt","average","sparfun/private/itermsg>getIterationInfo",200,0.1218,0.0624
"testCDST2.txt","average","splitforest (MEX-file)",2,0.002,0.002
"testCDST2.txt","average","steiner_group",2,0.002,0
"testCDST2.txt","average","unique",7,0.0419,0.009
"testCDST2.txt","average","unique>uniquelegacy",7,0.0329,0.0239
"testCDST2.txt","average","update_groups (MEX-file)",1,0,0
"testCDST3.txt","average","...-4.0.1/private/get_matlab_bgl_options",2,0.001,0.001
"testCDST3.txt","average","...aly>TopN_Outlier_Pruning_Block_CTD_ST",1,210.0887,0.0258
"testCDST3.txt","average","...ce_anomaly>TopN_Outlier_Pruning_Block",1,204.9851,165.5944
"testCDST3.txt","average","...d>create@(b)mx_d_preconditioner(sH,b)",1,0,0
"testCDST3.txt","average","...istance_anomaly>knn_components_sparse",1,5.8973,4.0155
"testCDST3.txt","average","...stance_anomaly>connect_components_MST",1,0.005,0.003
"testCDST3.txt","average","...stance_anomaly>connect_components_mix",1,0.007,0
"testCDST3.txt","average","PCADR",1,0,0
"testCDST3.txt","average","adjacency_cmg (MEX-file)",3,0,0
"testCDST3.txt","average","approx_resistance",1,5.0776,0.0515
"testCDST3.txt","average","axescheck",2,0,0
"testCDST3.txt","average","axis",1,0.002,0
"testCDST3.txt","average","axis>LocSetEqual",1,0.002,0.002
"testCDST3.txt","average","axis>allAxes",1,0,0
"testCDST3.txt","average","cell.ismember",1,0.017,0
"testCDST3.txt","average","cell.ismember>cellismemberlegacy",1,0.017,0.009
"testCDST3.txt","average","cell.strcat",1,0.002,0.001
"testCDST3.txt","average","cellstr",1,0.001,0.001
"testCDST3.txt","average","cholGsparse",1,0.032,0.032
"testCDST3.txt","average","cmg_dd",1,0.0603,0.002
"testCDST3.txt","average","cmg_dd>@(b)mx_d_preconditioner(sH,b)",2405,1.3585,0.2507
"testCDST3.txt","average","cmg_sdd",1,0.0621,0.002
"testCDST3.txt","average","commute_distance_anomaly",1,226.509,0.005
"testCDST3.txt","average","commute_distance_anomaly>dist",1765272.2,39.6088,39.6088
"testCDST3.txt","average","commute_distance_anomaly>drawGraph",1,10.4577,2.7648
"testCDST3.txt","average","commute_distance_anomaly>euclidean",1,0,0
"testCDST3.txt","average","commute_distance_anomaly>sim",20000,1.8095,1.4449
"testCDST3.txt","average","commute_distance_anomaly>sim_d",7,0.001,0.001
"testCDST3.txt","average","components",1,0.002,0.001
"testCDST3.txt","average","csvread",1,0.027,0
"testCDST3.txt","average","csvwrite",1,0.025,0.002
"testCDST3.txt","average","dlmread",1,0.027,0.002
"testCDST3.txt","average","dlmwrite",1,0.023,0.005
"testCDST3.txt","average","dlmwrite>parseinput",1,0.018,0
"testCDST3.txt","average","dlmwrite>setcoffset",1,0,0
"testCDST3.txt","average","dlmwrite>setdlm",1,0.001,0.001
"testCDST3.txt","average","dlmwrite>setroffset",1,0,0
"testCDST3.txt","average","effective_degrees",2,0,0
"testCDST3.txt","average","fcnchk",400,0.1943,0.1596
"testCDST3.txt","average","forest_components (MEX-file)",2,0,0
"testCDST3.txt","average","graph2d/private/lineseriesmex (MEX-file)",8200,0.0565,0.0565
"testCDST3.txt","average","graph2dhelper",8200,1.5221,0.8642
"testCDST3.txt","average","graphprofile (MEX-file)",2,0,0
"testCDST3.txt","average","hierarchy",1,0.0488,0.01
"testCDST3.txt","average","hold",2,0.003,0.003
"testCDST3.txt","average","initprintexporttemplate",1,0,0
"testCDST3.txt","average","int2str",2,0.002,0.002
"testCDST3.txt","average","inv_permutation",1,0,0
"testCDST3.txt","average","iscellstr",2,0.002,0.002
"testCDST3.txt","average","ismember",2,0.008,0.001
"testCDST3.txt","average","ismember>ismemberlegacy",2,0.007,0.002
"testCDST3.txt","average","kdtree_build (MEX-file)",1,0.01,0.01
"testCDST3.txt","average","kdtree_k_nearest_neighbors (MEX-file)",2000,0.0526,0.0526
"testCDST3.txt","average","laplacian2 (MEX-file)",1,0,0
"testCDST3.txt","average","lineseries",8200,2.8797,1.301
"testCDST3.txt","average","matlab_bgl-4.0.1/...ate/check_matlab_bgl",2,0,0
"testCDST3.txt","average","matlab_bgl-4.0.1/private/components_mex (MEX-file)",1,0,0
"testCDST3.txt","average","matlab_bgl-4.0.1/private/merge_options",1,0,0
"testCDST3.txt","average","matlab_bgl-4.0.1/private/mst_mex (MEX-file)",1,0,0
"testCDST3.txt","average","mean",2024,0.1467,0.1467
"testCDST3.txt","average","message",600,0.108,0.108
"testCDST3.txt","average","mst",1,0.001,0.001
"testCDST3.txt","average","mx_d_preconditioner (MEX-file)",2405,1.108,1.108
"testCDST3.txt","average","newplot",8200,4.8062,2.4169
"testCDST3.txt","average","newplot>ObserveAxesNextPlot",8200,1.5212,1.5212
"testCDST3.txt","average","newplot>ObserveFigureNextPlot",8200,0.8681,0.8681
"testCDST3.txt","average","num2str",2,0,0
"testCDST3.txt","average","num2str>convertUsingRecycledSprintf",2,0,0
"testCDST3.txt","average","num2str>handleNumericPrecision",2,0,0
"testCDST3.txt","average","pcg",200,4.7457,1.8045
"testCDST3.txt","average","process_hierarchy",1,0.01,0
"testCDST3.txt","average","process_sparse_matrix",5,0.013,0.004
"testCDST3.txt","average","randsrc",1,0.2182,0.1763
"testCDST3.txt","average","randsrc>@(a,b)rand(a,b)",1,0.0419,0.0419
"testCDST3.txt","average","randsrc>create@(a,b)rand(a,b)",1,0,0
"testCDST3.txt","average","repmat",2,0.005,0.005
"testCDST3.txt","average","scribe/private/getplotmanager",8200,0.6581,0.6581
"testCDST3.txt","average","set_matlab_bgl_default",2,0,0
"testCDST3.txt","average","setdiff",1,0.025,0
"testCDST3.txt","average","setdiff>setdifflegacy",1,0.025,0
"testCDST3.txt","average","sortrows",1,0.008,0
"testCDST3.txt","average","sortrows>sort_back_to_front",1,0.008,0.008
"testCDST3.txt","average","sparfun/private/iterapp",5210,2.4456,1.0871
"testCDST3.txt","average","sparfun/private/iterchk",400,0.2566,0.0623
"testCDST3.txt","average","sparfun/private/itermsg",200,0.2388,0.0893
"testCDST3.txt","average","sparfun/private/itermsg>getIterationInfo",200,0.1189,0.0763
"testCDST3.txt","average","splitforest (MEX-file)",2,0,0
"testCDST3.txt","average","steiner_group",2,0.004,0.003
"testCDST3.txt","average","unique",7,0.042,0.011
"testCDST3.txt","average","unique>uniquelegacy",7,0.031,0.023
"testCDST3.txt","average","update_groups (MEX-file)",1,0.001,0.001
"testoutrank.txt","average","...-4.0.1/private/get_matlab_bgl_options",2,0.0019,0
"testoutrank.txt","average","...aly>TopN_Outlier_Pruning_Block_CTD_ST",1,24.9372,0.015
"testoutrank.txt","average","...ce_anomaly>TopN_Outlier_Pruning_Block",1,12.1084,9.8927
"testoutrank.txt","average","...d>create@(b)mx_d_preconditioner(sH,b)",1,0.0009,0.0009
"testoutrank.txt","average","...istance_anomaly>knn_components_sparse",1,0.8782,0.4676
"testoutrank.txt","average","...stance_anomaly>connect_components_MST",1,0.0085,0
"testoutrank.txt","average","...stance_anomaly>connect_components_mix",1,0.0095,0.0009
"testoutrank.txt","average","PCADR",1,0,0
"testoutrank.txt","average","approx_resistance",1,12.8137,0.0238
"testoutrank.txt","average","axescheck",2,0,0
"testoutrank.txt","average","axis",1,0,0
"testoutrank.txt","average","axis>LocSetEqual",1,0,0
"testoutrank.txt","average","axis>allAxes",1,0,0
"testoutrank.txt","average","cell.ismember",1,0.0171,0.0009
"testoutrank.txt","average","cell.ismember>cellismemberlegacy",1,0.0161,0.0037
"testoutrank.txt","average","cell.strcat",1,0,0
"testoutrank.txt","average","cellstr",1,0,0
"testoutrank.txt","average","cholGsparse",1,0.0989,0.0989
"testoutrank.txt","average","cmg_dd",1,0.1123,0.0009
"testoutrank.txt","average","cmg_dd>@(b)mx_d_preconditioner(sH,b)",14743.3,2.2331,0.963
"testoutrank.txt","average","cmg_sdd",1,0.1123,0
"testoutrank.txt","average","commute_distance_anomaly",1,28.4773,0.0018
"testoutrank.txt","average","commute_distance_anomaly>dist",115100,2.2397,2.2397
"testoutrank.txt","average","commute_distance_anomaly>drawGraph",1,2.6007,0.7744
"testoutrank.txt","average","commute_distance_anomaly>euclidean",1,0.0019,0.0019
"testoutrank.txt","average","commute_distance_anomaly>sim",4410,0.3957,0.331
"testoutrank.txt","average","commute_distance_anomaly>sim_d",3,0,0
"testoutrank.txt","average","components",1,0,0
"testoutrank.txt","average","csvread",1,0.0275,0
"testoutrank.txt","average","csvwrite",1,0.0218,0
"testoutrank.txt","average","dlmread",1,0.0275,0.0029
"testoutrank.txt","average","dlmwrite",1,0.0218,0.0039
"testoutrank.txt","average","dlmwrite>parseinput",1,0.018,0
"testoutrank.txt","average","dlmwrite>setcoffset",1,0,0
"testoutrank.txt","average","dlmwrite>setdlm",1,0.001,0.001
"testoutrank.txt","average","dlmwrite>setroffset",1,0,0
"testoutrank.txt","average","fcnchk",400,0.1917,0.1612
"testoutrank.txt","average","graph2d/private/lineseriesmex (MEX-file)",2045,0.0142,0.0142
"testoutrank.txt","average","graph2dhelper",2045,0.3368,0.2055
"testoutrank.txt","average","hierarchy",1,0.1094,0.0047
"testoutrank.txt","average","hold",2,0.0019,0.0019
"testoutrank.txt","average","initprintexporttemplate",1,0,0
"testoutrank.txt","average","int2str",2,0.0019,0.0019
"testoutrank.txt","average","inv_permutation",1,0,0
"testoutrank.txt","average","iscellstr",2,0.0038,0.0038
"testoutrank.txt","average","ismember",2,0.0085,0.001
"testoutrank.txt","average","ismember>ismemberlegacy",2,0.0075,0.0029
"testoutrank.txt","average","kdtree_build (MEX-file)",1,0.0019,0.0019
"testoutrank.txt","average","kdtree_k_nearest_neighbors (MEX-file)",441,0.0124,0.0124
"testoutrank.txt","average","laplacian",1,0,0
"testoutrank.txt","average","lineseries",2045,0.6706,0.3196
"testoutrank.txt","average","matlab_bgl-4.0.1/...ate/check_matlab_bgl",2,0,0
"testoutrank.txt","average","matlab_bgl-4.0.1/private/components_mex (MEX-file)",1,0,0
"testoutrank.txt","average","matlab_bgl-4.0.1/private/merge_options",1,0.0009,0.0009
"testoutrank.txt","average","matlab_bgl-4.0.1/private/mst_mex (MEX-file)",1,0.001,0.001
"testoutrank.txt","average","mean",465,0.0408,0.0408
"testoutrank.txt","average","message",1002.6,0.1615,0.1615
"testoutrank.txt","average","mst",1,0.0066,0.0029
"testoutrank.txt","average","mx_d_preconditioner (MEX-file)",14743.3,1.27,1.27
"testoutrank.txt","average","newplot",2045,1.151,0.5968
"testoutrank.txt","average","newplot>ObserveAxesNextPlot",2045,0.3374,0.3374
"testoutrank.txt","average","newplot>ObserveFigureNextPlot",2045,0.2168,0.2168
"testoutrank.txt","average","num2str",2,0.001,0
"testoutrank.txt","average","num2str>convertUsingRecycledSprintf",2,0.001,0.001
"testoutrank.txt","average","num2str>handleNumericPrecision",2,0.001,0
"testoutrank.txt","average","pcg",200,12.6379,6.2354
"testoutrank.txt","average","process_hierarchy",1,0.0009,0
"testoutrank.txt","average","process_sparse_matrix",3,0.0067,0.0029
"testoutrank.txt","average","randsrc",1,0.0399,0.0333
"testoutrank.txt","average","randsrc>@(a,b)rand(a,b)",1,0.0065,0.0065
"testoutrank.txt","average","randsrc>create@(a,b)rand(a,b)",1,0,0
"testoutrank.txt","average","repmat",2,0.0045,0.0045
"testoutrank.txt","average","scribe/private/getplotmanager",2045,0.1312,0.1312
"testoutrank.txt","average","set_matlab_bgl_default",2,0.0019,0.0019
"testoutrank.txt","average","setdiff",1,0.0246,0
"testoutrank.txt","average","setdiff>setdifflegacy",1,0.0246,0.0009
"testoutrank.txt","average","sortrows",1,0.0009,0
"testoutrank.txt","average","sortrows>sort_back_to_front",1,0.0009,0.0009
"testoutrank.txt","average","sparfun/private/iterapp",30199.4,5.7482,3.5152
"testoutrank.txt","average","sparfun/private/iterchk",400,0.2732,0.0818
"testoutrank.txt","average","sparfun/private/itermsg",200,0.3799,0.1423
"testoutrank.txt","average","sparfun/private/itermsg>getIterationInfo",400,0.171,0.1073
"testoutrank.txt","average","unique",5,0.0286,0.0095
"testoutrank.txt","average","unique>uniquelegacy",5,0.0189,0.018
"average","average","...-4.0.1/private/get_matlab_bgl_options",2,0.000655555555555556,0.000222222222222222
"average","average","...aly>TopN_Outlier_Pruning_Block_CTD_ST",1,6885.3242,0.0336777777777777
"average","average","...ce_anomaly>TopN_Outlier_Pruning_Block",1,6862.40537777777,6541.36236666667
"average","average","...d>create@(b)mx_d_preconditioner(sH,b)",1,0.000322222222222222,0.000322222222222222
"average","average","...istance_anomaly>knn_components_sparse",1,512.9873,338.355822222222
"average","average","...stance_anomaly>connect_components_MST",1,11.2020222222222,0.0461111111111111
"average","average","...stance_anomaly>connect_components_mix",1,11.2807111111111,0.0737666666666666
"average","average","PCADR",1,0.3648,0.00164444444444444
"average","average","adjacency_cmg (MEX-file)",3.77777777777778,0.00164444444444444,0.00164444444444444
"average","average","approx_resistance",1,22.8851,0.259311111111111
"average","average","axescheck",2,0.000444444444444444,0.000444444444444444
"average","average","axis",1,0.002,0.000777777777777778
"average","average","axis>LocSetEqual",1,0.00122222222222222,0.00122222222222222
"average","average","axis>allAxes",1,0,0
"average","average","cell.ismember",1,0.0192777777777778,0.00287777777777778
"average","average","cell.ismember>cellismemberlegacy",1,0.0164333333333333,0.00813333333333334
"average","average","cell.strcat",1,0.00133333333333333,0.000777777777777778
"average","average","cellstr",1,0.000555555555555556,0.000555555555555556
"average","average","cholGsparse",1,0.0687111111111112,0.0687111111111112
"average","average","cmg_dd",1,0.135455555555556,0.00264444444444445
"average","average","cmg_dd>@(b)mx_d_preconditioner(sH,b)",4390,7.83457777777778,0.447833333333333
"average","average","cmg_sdd",1,0.137944444444444,0.00254444444444445
"average","average","commute_distance_anomaly",1,7461.88702222222,0.00416666666666667
"average","average","commute_distance_anomaly>dist",12606030.1444444,326.184844444444,326.184844444444
"average","average","commute_distance_anomaly>drawGraph",1,51.7029888888889,16.3724555555556
"average","average","commute_distance_anomaly>euclidean",1,10.8617555555556,6.74363333333333
"average","average","commute_distance_anomaly>sim",107587.777777778,8.77747777777778,6.94701111111111
"average","average","commute_distance_anomaly>sim_d",323.222222222222,0.0276555555555555,0.0276555555555555
"average","average","components",1,0.00501111111111111,0.00166666666666667
"average","average","csvread",1,0.193544444444444,0.00111111111111111
"average","average","csvwrite",1,0.0281111111111111,0.000222222222222222
"average","average","datamanager.schema",0.0111111111111111,0.000111111111111111,0.000111111111111111
"average","average","dlmread",1,0.192444444444444,0.168155555555556
"average","average","dlmwrite",1,0.0278888888888889,0.00718888888888889
"average","average","dlmwrite>parseinput",1,0.0207777777777778,0.000988888888888889
"average","average","dlmwrite>setcoffset",1,0.000111111111111111,0.000111111111111111
"average","average","dlmwrite>setdlm",1,0.000444444444444444,0.000444444444444444
"average","average","dlmwrite>setroffset",1,0,0
